微博id,微博正文,原始图片url,被转发微博原始图片url,是否为原创微博,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
BxhxNrW0v,#我爱余子饭堂#余子饭堂，美味吃不停，好礼大放送！11月13日—11月16日，凡点鲍鱼捞饭+人均消费满100元，现场即送搪瓷杯1个，数量有限，送完为止！惬意的星期六，和他/ta她一起来余子饭堂品吧！@余子饭堂  原图 ,http://ww3.sinaimg.cn/large/43e5425djw1emii8ex6pqj218g0xcdq5.jpg,无,True,无,无,2014-11-21 12:30,iPhone 5s,29,0,12
BqVS8EZg5,"转发理由:转发微博  
原始用户: AliOS
转发内容: #不可定义，一切皆你#YunOS3.0新品发布会，10月20日咱们北京见！转发本微博有机会获得YunOS新品（共1名），截止15号。  原图 ",无,http://ww2.sinaimg.cn/large/85f2b626jw1el5tvd3crzj20c80ixmxy.jpg,False,无,无,2014-10-10 18:17,iPhone 5s,0,0,0
B5hiMuGWI,"转发理由:转发微博  
原始用户: 锤子商城
转发内容: 十分抱歉，我们刚才的产品介绍图中出现了错误，现已重新上传图片。从今天开始，我们同样会从转发本微博的用户中每天抽出 10 人，各送出 1 个 Smartisan T1 优先购买验证码，为期同样是一周。上一条的转发抽奖仍然有效。锤子科技官网地址：t.tt 或 www.smartisan.com  原图 ",无,http://ww3.sinaimg.cn/large/90eb2137tw1egm0r5ttrnj20og8hknpd.jpg,False,无,无,2014-05-21 08:24,WeicoPro,0,1,1
B4pLSpRZ9,#小米新品发布会# 3:58 PM 的F码，以及一台小米路由器。……@小米社区 正在直播小米5.15新品发布会：http://t.cn/8sgfNbz http://t.cn/8sgfNbz   原图 ,http://ww4.sinaimg.cn/large/43e5425djw1egf0vtlhahj20qo0f0who.jpg,无,True,无,无,2014-05-15 16:07,小米社区网站,4,1,5
B4ggFCtw8,Hi，小伙伴，拿起手机升级@网易新闻客户端 v3.8.1版！与亿万易友在直播室聊天互动，距离不是问题，新闻在你身边！网易新闻客户端下载页  原图 ,http://ww4.sinaimg.cn/large/43e5425djw1egduxga8fnj20dw0dwaat.jpg,无,True,无,无,2014-05-14 15:56,网易新闻客户端,1,0,2
B4fXW1ZXx,我刚刚成功预约了小米盒子增强版5月20日中午12点开放购买。#我爱小米盒子# 因为它是首款4K超高清盒子，清晰度是1080Pd的4倍，用它看高清电影绝对爽爆了，仅399元，希望这次能买到！@小米手机  http://t.cn/8ss04TW  原图 ,http://ww1.sinaimg.cn/large/43e5425djw1egdtle576uj20k02k17jl.jpg,无,True,无,无,2014-05-14 15:10,分享按钮,2,0,2
B49HODbL7,"转发理由:476328915  
原始用户: 小米电视
转发内容: #小米新品发布会#拼图时间到～15日前，转发写出海报碎片的正确顺序，送出红米Note F码一枚！  [组图共9张] 原图 ",无,"http://ww3.sinaimg.cn/large/afe09d9dgw1egcxoubehtj208u08u74c.jpg,http://ww2.sinaimg.cn/large/afe09d9dgw1egcxonozanj208u08ut94.jpg,http://ww2.sinaimg.cn/large/afe09d9dgw1egcxon0b93j208u08ujrj.jpg,http://ww2.sinaimg.cn/large/afe09d9dgw1egcxol9f4gj208u08uaa5.jpg,http://ww1.sinaimg.cn/large/afe09d9dgw1egcxoz15wbj208u08umx9.jpg,http://ww3.sinaimg.cn/large/afe09d9dgw1egcxomeiboj208u08uwem.jpg,http://ww4.sinaimg.cn/large/afe09d9dgw1egcxolse7rj208u08uglr.jpg,http://ww1.sinaimg.cn/large/afe09d9dgw1egcxoobeq4j208u08u0sw.jpg,http://ww1.sinaimg.cn/large/afe09d9dgw1egcxorjxfxj208u08udfw.jpg",False,无,无,2014-05-13 23:13,WeicoPro,0,0,0
B3karndZn,我在@小米公司 购买了【小米路由器】，快来看看吧！小米路由器  ,无,无,True,无,无,2014-05-08 12:01,专业版微博,4,1,3
B3690hMxk,#我爱小米路由器# 我刚刚成功预约了小米路由器，AC双频新时代来啦，先购入一个，绝对不落伍！@小米路由器 快3倍，还有穿墙模式可选。家里的设备们终于有家了，1TB硬盘的小型家庭服务器，仅699元。祈祷这次买到！http://t.cn/8sH6yVH    原图 ,http://ww1.sinaimg.cn/large/43e5425djw1eg50io0p5sj20k037710k.jpg,无,True,无,无,2014-05-07 00:19,分享按钮,1,0,1
B366AtHoB,"转发理由:转发微博  
原始用户: 小米公司
转发内容: 【#小米路由器#微博开卖 预约送10台】5月8日中午12点，5000台高！大！上！小米路由器开卖：顶配双频AC智能路由器，上网快3倍，内置1TB硬盘，小型家庭服务器，仅售699元。预约方法：点击『参与』→『立即预约』，即可获得购买资格。转发每天送出2台路由器。 预约送10台 小米路由器微博开卖  ",无,无,False,无,无,2014-05-07 00:13,微博活动,0,0,0
B2KHPmPcv,"我参与了@罗永浩 发起的投票【如果产品本身非常好，你能接受4000块的锤子手机吗】，我投给了""能，只要产品本身足够好。""这个选项。你也快来表态吧：http://t.cn/8sEsATU   ",无,无,True,无,无,2014-05-04 17:45,投票,5,4,12
B2kfErbtj,红米Note真的太有性价比了，八核1.4GHz处理器、5.5吋IPS屏幕、还是双卡双待，才799元，刚刚成功预约了5月6日中午12点开放购买，希望能顺利买到1部，分享预约地址小米手机4c 特惠200 - 小米手机官网    原图 ,http://ww3.sinaimg.cn/large/43e5425djw1efz5309p14j20k02l4apm.jpg,无,True,无,无,2014-05-01 22:24,分享按钮,10,1,10
B2jnc7eyl,"转发理由:哎，医疗圈也闹绯闻了…  
转发内容: 抱歉，作者已设置仅展示半年内微博，此微博已不可见。  ",无,无,False,无,无,2014-05-01 20:10,WeicoPro,1,0,0
B1CMomlry,"转发理由:转发微博  
转发内容: //t.cn/Rfd3rQV ",无,无,False,无,无,2014-04-27 07:44,WeicoPro,0,0,0
AFwMQgpju,厦门，植物园 //@知乎日报：#知乎日报周末话题#  走，出门找个公园逛逛 http://t.cn/8sNtUXh  原图 ,http://ww1.sinaimg.cn/large/43e5425djw1efe6i5aqfoj20c80o8dh2.jpg,无,True,无,无,2014-04-13 19:16,知乎日报,22,2,14
AF921wTwz,"转发理由:这不能错过呀！  
转发内容: //t.cn/Rfd3rQV ",无,无,False,无,无,2014-04-11 06:47,WeicoPro,0,0,0
AEsjxawo4,"转发理由:转发微博  
原始用户: Redmi红米手机
转发内容: 【#米粉节#爆料第五波 送4000红米F码爽！爆！了！】4月8日，小米首款全白手机——白色红米移动版699元，首发限量10万台！100万台手机免预约，60万台红米手机/Note狂放量。10-22点六场整点开卖，免单1000台手机！7日前转发送4000红米F码。http://t.cn/8sIkxrO #米粉节#新品首发 转发狂送4000红米F码  原图 ",无,http://ww3.sinaimg.cn/large/b418a7a1jw1ef3m4m784vj20k03k8tp6.jpg,False,无,无,2014-04-06 18:02,WeicoPro,0,0,0
AEbtcCOsc,垒叔  ,无,无,True,无,无,2014-04-04 23:10,WeicoPro,13,0,13
ADobl56Lg,成功升级为虾米音乐VIP。哈哈。求关注！@虾米音乐http://t.cn/zQ7B1MS  原图 ,http://ww4.sinaimg.cn/large/43e5425djw1eexx304fvej20ci0uktdo.jpg,无,True,无,无,2014-03-30 17:41,虾米音乐,7,0,4
AD1uJzgrk,"转发理由:小编，你想过周六值班的人的感受么？  
原始用户: 凤凰网
转发内容: 小伙伴们早上好，时间过得可真快呀，又到周五了！  原图 ",无,//h5.sinaimg.cn/m/emoticon/icon/default/d_lei-1b4b02f8b1.png,False,无,无,2014-03-28 07:56,WeicoPro,2,1,6
ACIBCF8UP,"转发理由:转发微博  
转发内容: //t.cn/Rfd3rQV ",无,无,False,无,无,2014-03-26 07:50,WeicoPro,0,0,0
AzwnOu2qz,"转发理由:  
转发内容: 抱歉，作者已设置仅展示半年内微博，此微博已不可见。  ",无,无,False,无,无,2014-03-05 07:12,VVebo,0,0,0
Ay5RbiofO,"刚刚安装了@今日头条 ，挺不错！ 一打开就给推荐了好多我特别关心的新闻！还能关注好友和名人的评论。似乎越用越好用，值得推荐！ 苹果iPhone、iPad和安卓手机，下载地址 今日头条APP(TouTiao.com),为您提供官方客户端下载入口.今日头条IOS客户端下载,安卓客户端下载,软件分析你的兴趣爱好,越用越懂你.你关心的,才是头条!  原图 ",http://ww2.sinaimg.cn/large/43e5425djw1edtnn4kj3uj20hs0qodja.jpg,无,True,无,无,2014-02-23 21:50,今日头条,3,0,2
AxTJuA251,"转发理由:转发微博  
原始用户: 厦门街头巷尾
转发内容: 她，是英国的”水过敏女孩“。。。她不能洗澡，不能刷牙，不能淋雨，不能出汗，不能流泪，不能湿吻，不能XXOO。。 总之，一切跟水有关的事情都会让她浑身红肿发痒。。 她有个照顾她一切的未婚夫。 这绝壁是真爱吧。。。。。。  原图 ",无,http://ww3.sinaimg.cn/large/7f62c051jw1eds1q3vwjij20c83xhqpo.jpg,False,无,无,2014-02-22 14:58,VVebo,0,0,0
AxanPrVML,求PK  原图 ,http://ww1.sinaimg.cn/large/43e5425djw1edmlvcfxxaj20hs0vk76m.jpg,无,True,无,无,2014-02-17 19:32,VVebo,22,1,22
Ax2skgxRe,"转发理由://@罗永浩:  @黄章晋ster //@挥洒着战斗着的青春: 我艹，真牛逼@罗永浩  
原始用户: 我想当木匠
转发内容: 一木友强烈向我推荐“matthias wandel”，说是他眼中的“木工界第一男神”，他用整晚看他的木工视频...跪着看的...（然后我翻墙去找，真看傻了！此男神果然太神，300多个视频，我先送上80集你们慢慢看，后面的视频我跪着慢慢传...） 精彩视频：Large mortise and tenon on the pantorouter 专缉：http://t.cn/8Fle749  [组图共5张] 原图 ",无,"http://ww3.sinaimg.cn/large/7564523ctw1edli1ey06kj20dw06wdgn.jpg,http://ww4.sinaimg.cn/large/7564523ctw1edli1q06evg205k03417u.gif,http://ww2.sinaimg.cn/large/7564523ctw1edli24o5nrg205k034e81.gif,http://ww2.sinaimg.cn/large/7564523ctw1edli2gqye8g204g03c1kx.gif,http://ww4.sinaimg.cn/large/7564523ctw1edli2mdqrfg205k03418b.gif",False,无,无,2014-02-16 23:21,VVebo,1,0,0
Awz2w1pyK,"转发理由:  
原始用户: 月球车玉兔
转发内容: Hi，有人在吗？[冒个泡]  ",无,无,False,无,无,2014-02-13 20:27,iPhone 5s,2,1,4
Awq6t5hKz,"转发理由:  
转发内容: 抱歉，作者已设置仅展示半年内微博，此微博已不可见。  ",无,无,False,无,无,2014-02-12 21:42,iPhone 5s,0,0,0
Aw88d76Cn,"转发理由:没去过…//@以后往前:亮仔，你喜欢东莞啊  
原始用户: xiaolwl
转发内容: “央视无情，人间有爱，众志成城，东莞加油” 我在这里:厦门·厦门眼科中心眼科医院  ",无,无,False,无,无,2014-02-10 23:57,iPhone 5s,2,0,1
Aw705etsX,“央视无情，人间有爱，众志成城，东莞加油” 我在这里:厦门·厦门眼科中心眼科医院  显示地图 ,无,无,True,无,厦门·厦门眼科中心眼科医院,2014-02-10 21:04,iPhone 5s,113,26,58
Aw3k2bkJt,"转发理由:该管的不管//@少安-施主:哈哈，东莞被完爆了。。。  
转发内容: 抱歉，作者已设置仅展示半年内微博，此微博已不可见。  ",无,无,False,无,无,2014-02-10 11:43,iPhone 5s,0,0,0
AvBx90mrV,不想上班不想上班 我在这里:厦门·厦门眼科中心眼科医院  显示地图 原图 ,http://ww2.sinaimg.cn/large/43e5425djw1edaqakszoij20c80f376s.jpg,无,True,无,无,2014-02-07 12:58,iPhone 5s,160,32,124
AvzvcDVm7,我不想上班 我在这里:厦门·厦门眼科中心眼科医院  显示地图 ,无,无,True,无,无,2014-02-07 07:48,iPhone 5s,58,9,42
AvvAf57RG,好久没晒了，有木有很期待 我在这里:厦门·星巴克厦门思北分店  显示地图 [组图共4张] 原图 ,"http://ww3.sinaimg.cn/large/43e5425djw1ed9zzwc5rwj218g0xc477.jpg,http://ww2.sinaimg.cn/large/43e5425djw1ed9zzxxduaj20xc18g47x.jpg,http://ww3.sinaimg.cn/large/43e5425djw1ed9zzzeks6j218g0xcwp9.jpg,http://ww2.sinaimg.cn/large/43e5425djw1eda001ge6dj218g0xcwpw.jpg",无,True,无,无,2014-02-06 21:49,iPhone 5s,89,9,35
AvmXKt5TW,中了单反毒，怎么破… 我在这里:厦门·厦门磐基国际中心  显示地图 ,无,无,True,无,无,2014-02-05 23:52,iPhone 5s,40,1,19
AvjLIedlE,"转发理由:太有道理了！  
原始用户: 乐活武汉
转发内容: 妈妈说：那些最容易脸红的人，往往是最善良的！！！（转)  原图 ",无,http://ww2.sinaimg.cn/large/7ccab52djw1ed8hvzp5ajj209i0du3z3.jpg,False,无,无,2014-02-05 15:44,iPhone 5s,15,5,11
AvhWao9qW,倒数第二天假期… 我在这里:厦门·厦门磐基国际中心  显示地图 ,无,无,True,无,厦门·厦门磐基国际中心,2014-02-05 11:05,iPhone 5s,26,0,6
AurUrveMy,"转发理由:  
原始用户: 我们爱讲冷笑话
转发内容: 直导，你这样你家里人知道吗？  原图 ",无,//h5.sinaimg.cn/m/emoticon/icon/default/d_xixi-813ededea2.png,False,无,无,2014-01-30 22:38,iPhone 5s,0,0,1
AuiuypXJ1,@窄播 最近无意中发现一个APP，窄播，真心有创意同时很实用！地址:http://t.cn/8FySikL  原图 ,http://ww4.sinaimg.cn/large/43e5425djw1ed0sipoy90j204g04gjrb.jpg,无,True,无,无,2014-01-29 22:39,窄播_ym,2,0,1
Auiby0IGg,有意义的新年 我在这里:厦门·厦门磐基国际中心  显示地图 原图 ,http://ww4.sinaimg.cn/large/43e5425dgw1ed0r5rlycqj20xc18gn7r.jpg,无,True,无,无,2014-01-29 21:52,iPhone 5s,40,2,16
Au8U877Ya,很新鲜 我在这里:厦门·厦门磐基国际中心  显示地图 [组图共2张] 原图 ,"http://ww2.sinaimg.cn/large/43e5425dgw1eczm6p9z62j218g0xcakm.jpg,http://ww4.sinaimg.cn/large/43e5425dgw1eczm6q02sjj20xc18gqc1.jpg",无,True,无,无,2014-01-28 22:15,iPhone 5s,56,1,16
Au4s36zLf,"转发理由:心有多大，红包就有多大。  
转发内容: //t.cn/Rfd3rQV ",无,无,False,无,无,2014-01-28 10:55,让红包飞手机版,2,0,2
Au4rOjU04,年终奖… 我在这里:厦门·厦门眼科中心眼科医院  显示地图 原图 ,http://ww3.sinaimg.cn/large/43e5425djw1ecz2ikn2kyj20by0hsabn.jpg,无,True,无,厦门·厦门眼科中心眼科医院,2014-01-28 10:54,iPhone 5s,31,0,11
AtYT2sq62,你只看到我的高分，却没看到我抽筋的拇指。#小米F马快跑#里一次次奔跑，又一次次摔倒…其实只是为了赢一个F码啊！@小米手机 并分享成绩就有机会赢米3！高分还能赢红米和F码！活动链接:http://t.cn/8FVbWwn    ,无,无,True,无,无,2014-01-27 20:45,分享按钮,1,0,2
AtVEbcDvv,好漂亮的盘子 我在:故宫路  显示地图 原图 ,http://ww2.sinaimg.cn/large/43e5425djw1ecxznq6xwij20hs0dcwgt.jpg,无,True,无,无,2014-01-27 12:30,iPhone 5s,27,1,6
AtDmexNQP,大过年的还来住院，还叫今顺，这是在讽刺我么 我在这里:厦门·厦门眼科中心眼科医院  显示地图 原图 ,http://ww4.sinaimg.cn/large/43e5425djw1ecvqwpohg8j21kw08g0yj.jpg,无,True,无,无,2014-01-25 13:56,iPhone 5s,64,4,35
AtuVH76UE,还是好看吧 我在这里:厦门·厦门眼科中心眼科医院  显示地图 原图 ,http://ww4.sinaimg.cn/large/43e5425djw1ecuppml1d7j20dc0hsjt7.jpg,无,True,无,无,2014-01-24 16:29,iPhone 5s,70,1,52
AtuVBva0J,好看吧 我在这里:厦门·厦门眼科中心眼科医院  显示地图 原图 ,http://ww2.sinaimg.cn/large/43e5425djw1ecuppchk9jj20db0hs76s.jpg,无,True,无,无,2014-01-24 16:28,iPhone 5s,75,2,69
Atl9elw3U,一朵美丽的玫瑰花 我在这里:厦门·厦门眼科中心眼科医院  显示地图 原图 ,http://ww4.sinaimg.cn/large/43e5425djw1ectiit919aj20dc0hsgn0.jpg,无,True,无,无,2014-01-23 15:35,iPhone 5s,76,2,28
AsKgesnJN,来自湖北的酸枣[花心] 我在:湖滨北路  显示地图 原图 ,http://ww1.sinaimg.cn/large/43e5425djw1ecozo54tq0j20xc18gdq9.jpg,无,True,无,湖滨北路,2014-01-19 17:40,iPhone 5s,34,0,11
AsrIzxmXq,随便买几个橘子就30块，屌丝表示生活好艰辛 我在:湖滨北路  显示地图 原图 ,http://ww1.sinaimg.cn/large/43e5425djw1ecmptdkiimj218g0xcn73.jpg,无,True,无,无,2014-01-17 18:28,iPhone 5s,51,4,33
AsiBDFzbE,补偿我一天的劳累 我在这里:莲坂  显示地图 [组图共2张] 原图 ,"http://ww1.sinaimg.cn/large/43e5425djw1eclll0kas9j20dc0hs3zz.jpg,http://ww1.sinaimg.cn/large/43e5425djw1eclllavf0fj20dc0hs0v4.jpg",无,True,无,无,2014-01-16 19:16,iPhone 5s,41,2,19
As8GYDW0g,刚发了500就充公了 我在这里:厦门·厦门眼科中心眼科医院  显示地图 原图 ,http://ww4.sinaimg.cn/large/43e5425djw1eckdtci9knj20dc0hs75e.jpg,无,True,无,无,2014-01-15 18:02,iPhone 5s,67,4,45
ArFvfziAn,油菜花，久等啦 我在这里:厦门·惠和石文化园  显示地图 [组图共9张] 原图 ,"http://ww2.sinaimg.cn/large/43e5425djw1ecgsxoi3jbj20hs0dcjvj.jpg,http://ww1.sinaimg.cn/large/43e5425djw1ecgsxse4tmj20hs0dc78j.jpg,http://ww4.sinaimg.cn/large/43e5425djw1ecgsxv7t5rj20hs0dc0uu.jpg,http://ww1.sinaimg.cn/large/43e5425djw1ecgsxyv6pwj20hs0dcq7e.jpg,http://ww3.sinaimg.cn/large/43e5425djw1ecgsy35w5cj20hs0dctdk.jpg,http://ww3.sinaimg.cn/large/43e5425djw1ecgsy77fykj20hs0dc79q.jpg,http://ww4.sinaimg.cn/large/43e5425djw1ecgsya2qzpj20hs0dcwh4.jpg,http://ww4.sinaimg.cn/large/43e5425djw1ecgsydemc9j20hs0dcwir.jpg,http://ww4.sinaimg.cn/large/43e5425djw1ecgsygqg0gj20hs0dcadl.jpg",无,True,无,无,2014-01-12 15:43,iPhone 5s,88,3,32
ArEWqsARQ,"""这儿，是你全时空场景的原点，去展现自我，认真记录你的专属标签,""我在这儿，你在哪里？（通往另一个世界的船票：http://t.cn/zQMVUb0）@这儿官方微博   ",无,无,True,无,无,2014-01-12 14:17,这儿T.here,3,0,2
Aroc77ZTZ,我爱死芥末了 我在:大同路  显示地图 [组图共4张] 原图 ,"http://ww1.sinaimg.cn/large/43e5425djw1eceojc3atpj20hs0dc76o.jpg,http://ww1.sinaimg.cn/large/43e5425djw1eceojdlqzgj20hs0dcgnb.jpg,http://ww3.sinaimg.cn/large/43e5425djw1eceojey05hj20hs0dcjt5.jpg,http://ww1.sinaimg.cn/large/43e5425djw1eceojg0oi8j20dc0hsmy1.jpg",无,True,无,无,2014-01-10 19:39,iPhone 5s,68,5,35
Ar4N9rkrd,久违的羽毛球，加油 我在:后江埭路  显示地图 原图 ,http://ww3.sinaimg.cn/large/43e5425djw1eccavqgshcj20hs0dcjtt.jpg,无,True,无,无,2014-01-08 18:16,iPhone 5s,39,3,16
AqWqR17fN,高端大气 我在:湖滨北路  显示地图 原图 ,http://ww4.sinaimg.cn/large/43e5425djw1ecb9z3fk1cj218g0xcnp2.jpg,无,True,无,无,2014-01-07 20:59,iPhone 5s,30,1,8
AqMBNvkhJ,新版微博客户端全新发布啦！发布器全面升级，更多兴趣快捷分享；新增微博支付，移动消费一触即达；手机端快捷参与#让红包飞#活动，新春豪礼送不停！赶紧更新抢红包！下载地址：http://t.cn/zOZGnnD  [组图共3张] 原图 ,"http://ww3.sinaimg.cn/large/6cba0975jw1ec6k3n42i1j20dc0m8gnb.jpg,http://ww1.sinaimg.cn/large/6cba0975jw1ec6k3on4blj20dc0m8jt0.jpg,http://ww1.sinaimg.cn/large/6cba0975jw1ec6k3poazjj20dc0m875y.jpg",无,True,无,无,2014-01-06 19:58,iPhone 5s,3,0,2
AqM0vhmnv,卖萌啦，快来买！ 我在:莲岳路  显示地图 原图 ,http://ww3.sinaimg.cn/large/43e5425djw1ec9zygog8zj20xc18gtit.jpg,无,True,无,莲岳路,2014-01-06 18:26,iPhone 5s,48,4,21
Aqtyq4sDk,我又来啦！ 我在:太平路  显示地图 [组图共2张] 原图 ,"http://ww2.sinaimg.cn/large/43e5425djw1ec7qhopwxrj20dc0hs760.jpg,http://ww2.sinaimg.cn/large/43e5425djw1ec7qhqm7ngj20hs0dcac9.jpg",无,True,无,太平路,2014-01-04 19:28,iPhone 5s,40,3,23
Apg1NpdYl,我刚刚加入了“微人脉”——微博上的职业社交网络（http://t.cn/zj4rfn1）。和新老同事们一起打造职场档案，发现精彩的商业机会与高薪职位，与同道就各种行业话题展开天花乱坠的探讨，就来微人脉。@微人脉  原图 ,http://ww4.sinaimg.cn/large/43e5425djw1ebyh29p8daj20c81b3juv.jpg,无,True,无,无,2013-12-27 19:11,微博 weibo.com,4,0,0
Ap7Att1eq,"转发理由:为什么没有我//@Zealer中国:恭喜以下10名中奖粉丝， @VT_BOY @统一馒头 @xusunny @_Leo比斯卡 @CharkeyQK @Ctype神经病患者 @medaerdo @不会吐泡泡的泡泡 @F邦哥 @高逸伦 ，每人将获得神秘礼物一份，请尽快私信@Z。  
原始用户: ZEALER
转发内容: 【ZEALER x 国家广电总局广播电视规划院—手机握持姿势调查问卷】手机的握持姿势和信号的传输息息相关，这次ZEALER将对手机握持姿势进行一次大规模的不记名调查。参与调查的用户将有机会获得ZEALER特别定制的神秘礼物一份。详情与问卷地址→http://t.cn/8kNeorC 介绍视频→http://t.cn/8kNe7hn  原图 ",无,//h5.sinaimg.cn/m/emoticon/icon/default/d_lei-1b4b02f8b1.png,False,无,无,2013-12-26 21:42,Fuubo,1,0,3
